Customer_ID,Age,Monthly_Charges,Tenure_Months,Support_Calls,Satisfaction,Churn
10216,31,44.44,20,3,2,0
10217,21,84.03,1,2,1,1
10218,22,35.7,31,5,5,0
10219,39,93.56,71,1,3,0
10220,61,125.31,32,4,4,1
10221,24,78.84,51,4,3,0
10222,39,70.46,19,1,5,0
10223,51,28.76,56,2,5,0
10224,27,125.78,56,2,4,0
10225,52,35.82,44,2,2,0
10226,32,29.31,56,3,3,0
10227,56,50.84,42,1,5,0
10228,45,31.88,28,2,3,0
10229,44,72.79,54,2,3,0
10230,26,79.19,61,2,1,0
10231,40,57.82,61,2,5,0
10232,59,30.35,16,3,4,0
10233,18,36.72,49,3,2,0
10234,54,65.37,1,2,3,1
10235,41,31.36,42,1,3,0
10236,52,98.31,42,3,1,1
10237,49,46.74,27,6,5,0
10238,38,56.72,72,1,5,0
10239,32,66.38,64,1,5,0
10240,48,68.74,3,5,2,1
10241,24,25.17,16,2,2,0
10242,46,36.77,15,3,1,0
10243,22,115.59,65,1,4,0
10244,49,25.13,38,1,2,0
10245,48,78.36,53,2,5,0
10246,22,76.4,59,4,5,1
10247,54,59.97,56,1,1,0
10248,37,70.29,7,5,5,0
10249,55,106.96,11,4,1,1
10250,19,113.33,29,1,3,0
10251,26,52.34,25,1,3,0
10252,41,58.86,54,2,5,0
10253,27,50.46,12,0,4,0
10254,33,75.39,27,2,5,0
10255,49,96.74,18,0,3,0
10256,24,48.97,14,2,5,0
10257,50,59.73,13,3,5,0
10258,22,122.69,15,0,5,0
10259,26,30.1,41,4,3,0
10260,46,73.38,30,3,2,0
10261,56,99.71,32,4,5,1
10262,26,40.8,35,1,4,0
10263,32,29.97,54,0,5,0
10264,62,39.51,63,3,3,0
10265,65,121.48,38,2,5,0
10266,45,25.97,47,0,4,0
10267,39,44.77,54,2,4,0
10268,34,28.28,50,3,1,0
10269,47,36.62,10,4,3,0
10270,46,90.12,71,2,4,0
10271,32,50.37,12,0,4,0
10272,19,84.77,30,1,5,0
10273,25,86.97,47,3,2,1
10274,64,114.19,30,2,2,1
10275,38,25.5,18,1,5,0
10276,41,114.6,67,1,5,0
10277,40,90.01,6,2,1,1
10278,55,42.09,18,1,2,0
10279,21,106.16,72,2,5,0
10280,21,114.83,53,1,1,0
10281,31,51.7,7,1,4,0
10282,41,121.47,55,1,1,1
10283,50,72.72,70,4,1,1
10284,41,88.36,8,3,4,1
10285,39,128.39,30,2,4,0
10286,63,62.96,34,4,3,1
10287,25,110.38,10,3,5,0
10288,45,58.43,15,3,2,0
10289,44,108.92,13,2,3,0
10290,40,88.08,14,2,4,0
10291,56,47.72,30,1,4,0
10292,30,68.47,34,0,2,0
10293,63,58.35,18,3,4,0
10294,33,33.2,21,2,3,0
10295,44,28.13,14,4,3,1
10296,42,61.38,58,0,5,0
10297,58,27.0,16,1,2,0
10298,39,42.38,66,3,4,0
10299,31,101.14,39,2,5,0
10300,19,99.35,58,3,4,0
10301,35,102.55,46,2,5,0
10302,57,58.3,20,2,3,0
10303,18,118.45,44,0,2,0
10304,61,87.35,20,4,5,0
10305,44,38.23,9,2,4,0
10306,24,40.09,19,1,2,0
10307,32,97.78,20,1,2,0
10308,44,43.16,10,2,2,0
10309,33,78.27,2,7,5,0
10310,23,129.14,68,1,1,0
10311,49,25.42,37,1,4,0
10312,50,26.74,29,1,3,0
10313,23,129.27,67,1,1,0
10314,31,86.39,17,4,4,0
10315,29,38.33,30,3,4,0
10316,49,119.22,61,1,4,0
10317,53,117.44,46,3,3,0
10318,52,81.3,29,0,2,0
10319,63,90.29,19,2,1,1
10320,54,53.68,3,0,1,1
10321,33,30.3,7,4,2,0
10322,23,87.43,12,3,4,0
10323,47,55.95,57,1,1,0
10324,61,94.68,47,3,5,0
10325,64,112.81,32,1,3,1
10326,29,26.91,57,3,2,0
10327,29,87.55,12,1,5,0
10328,19,49.28,16,1,1,0
10329,24,116.76,29,3,5,1
10330,44,51.63,67,2,2,1
10331,44,89.13,45,5,2,1
10332,35,83.12,62,4,3,0
10333,32,66.6,18,4,5,0
10334,57,96.15,62,1,2,0
10335,40,101.21,6,2,5,0
10336,56,84.53,17,2,2,0
10337,64,104.63,38,2,2,0
10338,33,128.26,4,2,4,1
10339,27,69.02,62,6,4,0
10340,63,79.03,63,2,2,0
10341,48,26.31,39,1,1,0
10342,31,108.58,23,3,2,1
10343,47,79.62,8,7,3,1
10344,42,67.84,45,0,1,1
10345,61,34.88,39,0,1,0
10346,30,118.41,55,1,5,0
10347,65,66.48,44,2,1,1
10348,62,96.67,10,4,3,0
10349,26,40.68,9,3,4,1
10350,25,125.96,57,3,2,0
10351,43,43.74,12,1,3,0
10352,20,45.95,68,2,1,0
10353,32,115.19,8,1,4,0
10354,38,120.82,53,2,4,0
10355,64,47.28,71,1,5,0
10356,65,74.33,32,1,5,0
10357,25,102.02,5,3,2,1
10358,60,117.23,64,0,1,0
10359,22,64.8,14,3,2,0
10360,53,79.29,38,2,1,0
10361,58,102.88,71,2,3,0
10362,60,101.77,54,5,1,1
10363,28,107.21,4,0,5,0
10364,60,84.84,60,2,4,0
10365,23,35.98,12,1,2,1
10366,42,119.92,54,0,5,0
10367,40,115.89,45,0,4,0
10368,33,108.8,21,4,3,0
10369,19,35.49,31,3,1,0
10370,55,46.46,9,1,2,0
10371,34,103.08,72,6,3,0
10372,49,27.43,18,2,4,0
10373,37,127.82,23,3,2,0
10374,35,64.6,37,1,4,0
10375,60,100.53,49,0,2,1
10376,22,118.19,37,2,2,1
10377,53,66.44,37,1,3,0
10378,53,58.51,42,0,1,0
10379,36,88.92,62,3,3,0
10380,30,86.0,29,1,2,1
10381,18,67.96,60,2,2,0
10382,62,88.19,57,5,4,0
10383,63,123.22,70,0,2,0
10384,29,74.1,66,0,4,0
10385,19,45.66,58,0,4,0
10386,23,64.61,18,4,4,0
10387,21,66.38,56,2,2,0
10388,57,38.77,54,1,5,0
10389,60,42.1,21,4,2,0
10390,25,96.88,49,2,2,1
10391,53,60.65,19,3,5,0
10392,26,125.26,38,1,2,1
10393,35,50.58,58,1,4,0
10394,46,35.39,14,2,1,0
10395,52,104.12,25,4,4,0
10396,59,117.51,58,1,5,0
10397,20,54.2,33,5,4,0
10398,27,46.22,70,2,3,0
10399,31,44.51,1,1,5,1
10400,32,79.81,52,2,2,0
10401,65,74.18,59,0,2,0
10402,55,52.24,67,1,1,0
10403,33,29.74,12,2,4,0
10404,64,75.56,71,3,4,0
10405,41,125.73,29,6,4,1
10406,42,93.51,26,2,4,0
10407,38,77.03,26,1,1,0
10408,24,36.62,46,1,4,0
10409,62,51.51,48,2,4,0
10410,18,55.95,35,1,2,0
10411,26,105.3,6,2,3,0
10412,29,117.05,72,4,5,0
10413,31,119.67,16,2,3,0
10414,24,128.38,7,2,4,1
10415,18,128.15,44,2,3,1
10416,50,125.06,30,0,4,0
10417,64,32.54,45,0,4,0
10418,23,39.47,64,1,4,0
10419,32,56.97,8,4,4,0
10420,42,83.05,21,0,5,0
10421,62,35.18,38,1,2,0
10422,51,113.81,57,0,5,0
10423,54,89.76,44,1,4,0
10424,45,81.95,28,5,3,0
10425,38,42.36,44,2,2,0
10426,27,51.59,71,2,3,0
10427,59,41.83,35,1,4,0
10428,56,114.45,64,3,2,0
10429,19,86.34,57,3,2,0
10430,52,102.19,22,0,5,0
10431,22,56.08,18,5,3,0
10432,53,63.98,56,0,4,0
10433,57,67.51,15,1,1,0
10434,24,104.8,25,2,1,1
10435,38,106.1,17,4,5,1
10436,23,46.72,44,3,1,0
10437,45,123.86,22,3,4,0
10438,62,37.67,48,2,5,0
10439,21,119.09,68,2,3,0
10440,37,35.54,60,1,5,0
10441,64,52.78,69,4,3,0
10442,32,113.88,2,2,5,0
10443,24,43.85,33,4,2,0
10444,41,68.42,16,1,3,0
10445,42,72.24,67,1,2,0
10446,49,50.75,52,2,4,0
10447,33,99.58,24,0,1,0
10448,63,114.39,41,2,5,0
10449,43,116.83,44,6,1,1
10450,31,60.63,36,1,2,1
10451,64,80.74,35,1,3,0
10452,62,51.08,4,1,1,0
10453,41,50.7,33,1,3,0
10454,19,41.93,26,2,5,0
10455,46,123.7,59,4,5,0
10456,44,118.24,63,1,1,0
10457,25,106.62,55,0,3,0
10458,48,79.35,3,6,3,0
10459,58,76.51,61,0,1,0
10460,23,80.62,29,2,4,0
10461,52,81.34,30,0,3,1
10462,24,70.63,69,2,4,1
10463,53,38.83,63,0,2,0
10464,38,38.19,4,2,2,0
10465,18,124.99,26,4,4,0
10466,64,75.61,54,1,4,0
10467,25,125.09,39,0,1,0
10468,46,42.18,19,4,2,0
10469,26,83.21,38,3,3,1
10470,62,46.81,63,3,5,0
10471,53,51.58,17,1,2,0
10472,56,28.16,54,3,2,0
10473,38,37.49,53,2,5,0
10474,40,121.27,64,6,4,1
10475,48,58.76,22,5,5,0
10476,55,88.85,16,2,4,0
10477,58,73.83,40,2,5,0
10478,18,67.05,39,5,1,0
10479,49,80.85,30,1,2,0
10480,23,44.66,57,4,2,0
10481,31,128.8,58,7,1,1
10482,57,110.92,18,1,4,0
10483,30,102.87,58,4,4,0
10484,56,74.22,17,2,1,1
10485,40,41.05,30,0,1,0
10486,29,121.67,2,2,1,1
10487,34,60.85,25,0,3,0
10488,43,30.26,70,0,3,0
10489,54,60.95,32,1,2,0
10490,47,108.42,52,3,5,0
10491,62,90.38,8,1,2,0
10492,59,103.84,46,3,3,1
10493,54,108.33,27,2,3,0
10494,46,47.26,54,2,2,0
10495,31,122.0,67,3,5,0
10496,37,70.99,39,3,5,0
10497,23,92.1,8,4,1,1
10498,35,25.24,35,4,3,0
10499,62,129.3,9,3,1,1
10500,38,54.49,33,2,3,0
10501,23,31.52,5,2,4,0
10502,49,73.12,47,1,3,0
10503,64,38.55,23,6,2,1
10504,59,40.99,15,2,2,1
10505,31,91.39,2,3,2,0
10506,39,66.26,64,0,2,0
10507,43,121.79,61,5,2,0
10508,29,58.51,59,1,4,0
10509,30,101.25,5,2,1,1
10510,29,73.42,26,1,1,0
10511,65,94.29,70,1,3,0
10512,53,87.97,42,4,4,0
10513,58,74.64,10,2,2,0
10514,57,124.76,11,3,2,1
10515,64,60.98,19,5,4,1
10516,23,43.61,71,2,2,0
10517,60,96.2,13,4,4,0
10518,21,113.83,66,3,1,0
10519,40,29.23,49,1,1,0
10520,46,72.21,67,2,3,0
10521,35,118.71,60,2,2,0
10522,25,103.71,24,2,4,0
10523,27,129.14,60,1,3,0
10524,57,80.8,13,1,2,0
10525,33,94.3,21,0,1,1
10526,32,56.76,16,1,1,1
10527,62,124.49,10,1,4,0
10528,24,63.47,7,4,2,1
10529,61,102.54,14,1,3,0
10530,62,67.33,9,1,5,0
10531,46,83.99,28,3,5,1
10532,25,100.58,6,3,2,0
10533,25,78.44,5,2,1,1
10534,31,120.24,72,2,4,0
10535,45,69.03,7,1,4,0
10536,25,92.94,6,0,2,0
10537,39,60.95,3,3,3,0
10538,23,67.86,10,0,1,1
10539,43,71.21,39,1,4,0
10540,19,38.21,60,3,4,0
10541,52,34.63,53,0,2,0
10542,20,95.09,42,0,3,0
10543,27,93.83,7,2,2,0
10544,26,94.61,56,2,1,0
10545,57,27.08,3,1,1,0
10546,20,59.29,46,6,5,0
10547,38,45.77,30,7,3,0
10548,46,106.71,64,5,1,1
10549,42,115.37,23,6,1,1
10550,50,50.9,46,4,2,0
10551,56,95.12,32,1,5,0
10552,36,38.58,38,2,2,0
10553,57,53.89,68,3,5,0
10554,33,39.56,52,1,3,0
10555,65,54.77,30,3,4,1
10556,42,95.85,33,1,4,0
10557,53,120.58,51,2,1,1
10558,60,46.26,25,2,1,0
10559,56,81.92,13,1,5,0
10560,58,98.65,34,3,5,0
10561,43,125.06,5,7,1,1
10562,20,89.06,13,0,4,0
10563,41,51.79,31,2,5,0
10564,26,90.68,58,3,5,0
10565,60,58.65,57,3,2,1
10566,29,127.49,19,2,5,0
10567,28,66.97,31,0,4,0
10568,29,96.97,12,1,5,0
10569,48,27.44,55,4,1,0
10570,45,67.01,18,0,4,0
10571,63,116.89,58,1,1,0
10572,37,89.07,61,1,2,0
10573,31,71.61,50,1,1,0
10574,20,123.27,24,4,3,0
10575,18,114.67,69,1,5,0
10576,35,58.83,50,2,4,0
10577,62,82.18,47,4,2,0
10578,43,76.43,62,1,3,0
10579,60,91.38,64,2,2,0
10580,22,60.08,6,3,4,0
10581,22,50.64,64,3,2,0
10582,58,120.83,56,2,1,0
10583,23,122.01,15,3,3,0
10584,20,113.55,23,5,5,0
10585,37,127.71,55,1,3,0
10586,62,103.22,16,2,2,0
10587,51,105.29,33,2,1,1
10588,22,105.07,50,3,5,0
10589,58,75.46,47,1,4,0
10590,58,72.93,66,3,1,0
10591,56,50.22,9,2,1,1
10592,61,92.71,22,2,1,1
10593,29,55.38,71,1,2,0
10594,65,52.07,41,2,5,0
10595,33,86.53,18,1,1,1
10596,56,68.05,21,4,5,0
10597,45,47.98,25,1,1,0
10598,55,110.69,40,4,4,0
10599,48,115.36,21,4,2,0
10600,48,42.61,45,2,5,0
10601,47,25.79,33,1,3,0
10602,55,60.29,44,4,2,1
10603,53,108.74,12,5,2,0
10604,24,113.11,45,3,5,0
10605,57,39.52,67,3,3,0
10606,43,106.31,10,2,2,0
10607,33,37.15,24,2,4,0
10608,42,65.96,50,2,3,0
10609,64,129.85,45,4,4,0
10610,59,45.22,49,2,3,0
10611,58,41.17,41,2,1,1
10612,40,69.39,50,0,1,0
10613,55,90.07,44,1,1,0
10614,36,122.95,6,1,3,0
10615,50,127.99,55,2,3,0
10616,48,32.31,33,2,4,0
10617,29,39.49,4,3,5,0
10618,30,108.03,30,3,1,1
10619,20,53.42,32,2,5,0
10620,24,117.91,7,2,5,0
10621,38,94.66,72,0,4,0
10622,40,36.74,17,1,3,0
10623,25,112.42,24,1,1,0
10624,38,43.52,32,2,1,0
10625,47,69.47,60,1,1,0
10626,29,82.98,54,1,4,0
10627,34,77.58,56,1,3,0
10628,35,97.05,18,1,1,0
10629,42,93.53,61,2,1,0
10630,35,129.16,60,1,1,0
10631,53,129.94,34,1,4,0
10632,33,79.23,40,4,4,0
10633,38,35.0,3,1,4,0
10634,36,101.42,55,0,1,0
10635,26,127.55,70,0,1,0
10636,50,58.42,35,2,1,1
10637,29,73.43,39,3,4,0
10638,32,69.6,36,1,4,0
10639,56,30.4,6,1,2,0
10640,63,95.59,45,1,1,1
10641,50,62.1,52,1,2,0
10642,61,107.68,67,1,5,0
10643,59,112.37,67,2,1,1
10644,41,111.23,36,1,4,0
10645,54,68.75,70,2,3,0
10646,33,58.76,39,5,1,0
10647,40,103.63,47,3,5,0
10648,43,109.15,44,2,3,1
10649,64,76.58,72,2,4,1
10650,58,118.77,54,3,1,1
10651,41,40.11,9,2,2,1
10652,49,117.3,6,1,4,1
10653,27,35.09,30,1,4,0
10654,56,41.12,38,5,1,1
10655,44,81.05,49,3,4,1
10656,43,32.09,35,3,5,0
10657,54,30.54,38,1,4,0
10658,48,25.05,67,4,2,0
10659,21,70.81,25,2,5,0
10660,31,106.34,36,1,4,0
10661,26,28.66,41,3,1,0
10662,53,93.49,34,2,1,0
10663,19,111.43,70,4,5,0
10664,27,42.64,70,1,2,0
10665,46,40.42,37,1,1,0
10666,51,115.38,33,3,3,0
10667,42,111.43,43,3,3,1
10668,59,81.59,14,3,3,1
10669,62,111.02,31,2,4,0
10670,24,34.74,16,4,5,0
10671,63,66.42,11,4,4,0
10672,47,102.47,7,3,1,1
10673,48,52.03,43,5,1,0
10674,22,103.99,1,5,1,1
10675,47,77.94,47,3,2,0
10676,52,103.78,32,4,2,1
10677,45,73.79,27,1,5,0
10678,22,63.63,56,2,2,0
10679,43,48.01,39,0,1,0
10680,62,46.88,53,3,5,0
10681,52,103.91,52,3,2,0
10682,24,37.49,3,0,5,0
10683,64,34.03,16,1,4,0
10684,64,43.51,42,1,5,0
10685,26,43.41,71,3,5,0
10686,56,111.43,12,2,1,1
10687,37,66.84,8,2,4,1
10688,46,128.99,68,5,3,0
10689,39,39.41,70,5,4,0
10690,55,93.62,13,4,4,1
10691,65,72.12,29,1,3,0
10692,56,66.26,46,1,2,0
10693,62,116.88,15,3,5,0
10694,63,127.44,24,1,4,0
10695,22,116.65,29,2,5,0
10696,30,45.19,47,2,2,0
10697,52,48.18,23,3,5,0
10698,46,93.89,30,0,2,1
10699,20,55.35,21,1,3,0
10700,22,102.15,55,3,5,0
10701,42,84.47,12,1,2,0
10702,47,82.85,17,1,2,1
10703,26,112.0,18,3,5,0
10704,26,99.61,66,1,5,0
10705,24,27.79,69,3,2,0
10706,45,30.19,37,3,2,0
10707,18,88.16,12,2,2,1
10708,45,76.05,55,1,1,0
10709,40,52.32,36,5,3,0
10710,40,68.96,62,2,2,0
10711,50,104.58,26,1,5,0
10712,43,111.79,72,2,1,0
10713,52,83.93,59,1,4,0
10714,54,65.46,17,2,3,0
10715,62,53.42,53,0,4,0
10716,56,79.8,21,4,1,1
10717,42,58.05,26,3,3,0
10718,41,84.23,19,5,4,0
10719,29,96.05,50,3,2,0
10720,46,31.94,19,2,5,0
10721,24,25.11,46,1,3,0
10722,62,47.29,42,2,2,0
10723,58,118.92,55,3,1,1
10724,23,92.86,72,2,1,0
10725,55,43.06,1,0,3,0
10726,23,118.48,72,0,3,0
10727,52,74.35,8,3,5,0
10728,22,74.99,38,3,4,1
10729,41,123.23,25,3,1,1
10730,49,31.25,47,1,3,0
10731,52,47.59,52,3,3,0
10732,38,86.51,62,3,1,0
10733,62,45.53,29,6,4,1
10734,55,96.35,68,1,3,0
10735,27,47.48,24,2,1,0
10736,50,35.41,15,3,3,0
10737,53,46.73,28,1,4,0
10738,34,69.39,39,2,2,0
10739,53,43.49,49,0,2,0
10740,61,39.14,60,0,1,0
10741,57,115.33,17,2,2,0
10742,54,58.64,22,1,5,0
10743,48,62.88,68,4,4,0
10744,30,30.8,32,2,1,1
10745,56,62.52,18,0,3,0
10746,35,52.8,71,1,1,0
10747,43,89.1,33,4,3,0
10748,33,46.57,71,2,1,0
10749,33,118.28,67,3,4,0
10750,25,122.61,66,2,3,0
10751,64,35.48,42,2,4,0
10752,25,36.28,58,1,3,0
10753,22,37.11,70,1,2,0
10754,62,90.05,20,3,2,0
10755,44,37.81,3,2,2,1
10756,39,114.5,24,3,3,0
10757,53,104.2,46,2,3,0
10758,36,111.08,40,2,4,0
10759,24,80.24,6,2,1,1
10760,53,129.65,41,2,2,0
10761,26,29.64,13,3,5,0
10762,44,67.13,37,2,5,0
10763,63,59.01,42,3,5,0
10764,62,124.61,46,1,2,0
10765,35,85.57,30,2,1,0
10766,55,109.65,30,2,1,1
10767,47,42.89,49,0,1,0
10768,41,127.76,54,2,5,0
10769,24,77.36,59,2,5,0
10770,36,76.84,25,1,5,0
10771,49,126.94,31,1,4,0
10772,65,64.98,24,0,2,0
10773,18,66.74,38,3,3,0
10774,52,86.4,10,3,5,1
10775,58,38.45,31,1,5,0
10776,63,58.71,14,0,3,0
10777,38,45.29,39,3,5,0
10778,23,35.84,62,2,2,0
10779,31,115.95,71,1,3,0
10780,58,86.88,33,5,5,0
10781,60,62.66,5,1,2,0
10782,48,67.91,17,0,4,0
10783,23,70.31,8,3,3,0
10784,23,91.48,55,2,2,0
10785,40,122.31,71,1,2,0
10786,46,122.94,40,3,4,0
10787,19,66.11,13,1,3,0
10788,50,59.57,2,3,2,1
10789,44,72.36,71,5,4,0
10790,18,84.63,23,3,1,0
10791,22,73.49,9,2,1,1
10792,39,94.17,13,2,5,0
10793,52,83.21,19,1,4,0
10794,57,58.68,48,4,3,1
10795,38,61.3,65,3,1,0
10796,32,64.75,20,2,3,0
10797,64,34.94,50,3,3,0
10798,40,42.44,5,1,3,0
10799,33,100.93,1,1,1,0
10800,39,65.86,4,2,3,0
10801,18,47.53,67,1,3,0
10802,32,84.08,42,5,2,1
10803,42,104.33,58,2,1,0
10804,62,52.03,2,3,5,0
10805,53,111.81,2,1,4,0
10806,55,122.39,62,2,4,0
10807,44,87.73,8,1,4,0
10808,23,95.24,12,0,4,0
10809,36,30.52,38,3,1,0
10810,65,124.28,44,3,3,1
10811,20,66.21,17,0,5,0
10812,60,122.01,33,1,2,0
10813,50,85.79,49,3,5,0
10814,31,25.48,32,1,1,0
10815,55,29.05,28,3,2,0
10816,58,96.44,6,2,2,1
10817,20,84.08,33,1,4,0
10818,23,27.79,58,2,1,0
